Ref,Val,Package,PosX,PosY,Rot,Side
"U$4","","ADAFRUIT_5MM",2.667000,13.843000,-0.000000,bottom
"U$5","","FEATHERLOGO",30.607000,4.826000,180.000000,bottom
"U$6","","PCBFEAT-REV-040",10.668000,16.891000,180.000000,bottom
"X2","uFL","U.FL",47.180500,6.223000,-0.000000,bottom
"ANT0","","1X01_ROUND",49.530000,5.461000,0.000000,top
"C1","10uF","0805-NO",49.593500,9.398000,-90.000000,top
"C3","10µF","0805-NO",11.811000,12.065000,0.000000,top
"C6","10µF","0805-NO",8.088000,12.959000,90.000000,top
"C7","1uF","0603-NO",19.067000,15.291000,90.000000,top
"C8","10µF","0805-NO",14.366000,11.624000,-90.000000,top
"C9","1uF","_0603MP",27.289590,15.478012,-45.000000,top
"C14","1uF","0603-NO",10.591800,4.090593,0.000000,top
"CHG0","ORANGE","CHIPLED_0805_NOOUTLINE",2.413000,5.588000,-90.000000,top
"D4","MBR120","SOD-123",17.907000,18.923000,180.000000,top
"IC1","ATMEGA32U4-MU","TQFN44_7MM",23.558500,11.049000,0.000000,top
"JP1","","1X16_ROUND",25.400000,1.270000,180.000000,top
"JP3","","1X12_ROUND",30.480000,21.590000,0.000000,top
"JP4","","1X02_ROUND",49.530000,13.970000,90.000000,top
"L0","RED","CHIPLED_0805_NOOUTLINE",2.645000,17.359000,90.000000,top
"R1","100k","0603-NO",49.974500,17.907000,-90.000000,top
"R2","1K","0603-NO",6.223000,4.191000,0.000000,top
"R3","100k","0603-NO",28.321000,17.907000,180.000000,top
"R4","22","0603-NO",8.219000,10.268000,0.000000,top
"R5","22","0603-NO",8.149787,8.878687,0.000000,top
"R6","100K","0603-NO",29.210000,15.557500,-90.000000,top
"R7","2.2K","0603-NO",5.588000,20.955000,-90.000000,top
"R8","10K\","0603-NO",13.716000,4.191000,180.000000,top
"R9","100k","0603-NO",17.399000,17.424400,180.000000,top
"SW1","SPST_TACT-KMR2","KMR2",9.398000,6.477000,180.000000,top
"U$7","","ADAFRUIT_3.5MM",20.320000,19.177000,-90.000000,top
"U$31","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",2.540000,20.320000,-90.000000,top
"U$32","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",2.540000,2.540000,-90.000000,top
"U$34","FIDUCIAL""","FIDUCIAL_1MM",10.795000,20.066000,-90.000000,top
"U$35","FIDUCIAL""","FIDUCIAL_1MM",46.402200,1.023000,-90.000000,top
"U2","AP2112-3.3","SOT23-5",16.560800,14.808200,180.000000,top
"U3","MCP73831T-2ACI/OT","SOT23-5",13.970000,7.747000,180.000000,top
"U4","","RFMHCW_SMT",39.116000,11.430000,0.000000,top
"UNK_HOLE_0","","dummyfp0",48.260000,20.320000,0.000000,top
"UNK_HOLE_1","","dummyfp1",48.260000,2.540000,0.000000,top
"X1","JSTPH","JSTPH2",10.668000,19.304000,0.000000,top
"X3","microUSB","4UCONN_20329_V2",4.445000,11.430000,-90.000000,top
"Y1","8MHz","RESONATOR-SMD",28.056106,5.386606,180.000000,top
