Designator,Comment,Footprint,OOMP ID,Reason
C2,68uF,e-radionica.com footprinti:1210C_tantal,,No verified LCSC part number
JP1,SMD_JUMPER_3_PAD_TRACE,e-radionica.com footprinti:SMD_JUMPER_3_PAD_TRACE,,No verified LCSC part number
JP2,SMD_JUMPER_3_PAD_TRACE,e-radionica.com footprinti:SMD_JUMPER_3_PAD_TRACE,,No verified LCSC part number
JP3,SMD-JUMPER-CONNECTED_TRACE_SLODERMASK,e-radionica.com footprinti:SMD-JUMPER-CONNECTED_TRACE_SLODERMASK,,No verified LCSC part number
JP4,SMD-JUMPER-CONNECTED_TRACE_SLODERMASK,e-radionica.com footprinti:SMD-JUMPER-CONNECTED_TRACE_SLODERMASK,,No verified LCSC part number
JP5,SMD_JUMPER,e-radionica.com footprinti:SMD_JUMPER,,No verified LCSC part number
K1,easyC-SMD,e-radionica.com footprinti:easyC-connector,,No verified LCSC part number
K2,HEADER_MALE_4X1,e-radionica.com footprinti:HEADER_MALE_4X1,,No verified LCSC part number
K3,easyC-SMD,e-radionica.com footprinti:easyC-connector,,No verified LCSC part number
K4,HEADER_MALE_3X1,e-radionica.com footprinti:HEADER_MALE_3X1,,No verified LCSC part number
U1,APDS-9960,e-radionica.com footprinti:APDS-9960,,No verified LCSC part number
U2,NMOS-DUAL,e-radionica.com footprinti:SOT-363,,No verified LCSC part number
U3,SE5218,e-radionica.com footprinti:SOT-23-5,,No verified LCSC part number
